V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Intro1,Intro2,Intro3,Intro4,Q92,mic1,mic2,mic3,mic4,mic5,like7,likecont_1,friends,Q69,Q101,attn1,attn2,rmq_1,rmq_2,rmq_3,rmq_4,rmq_5,rmq_6,rmq_7,rmq_8,rmq_9,rmq_10,rmq_11,rmq_12,rmq_13,rmq_14,rmq_15,rmq_16,rmq_17,rmq_18,rmq_19,rmq_20,rmq_21,rmq_22,rmq_23,rmq_24,rmq_25,rmq_26,rmq_27,rmq_28,rmq_29,rmq_30,attnchk1,rfq_1,rfq_2,rfq_3,rfq_4,rfq_5,rfq_6,rfq_7,rfq_8,rfq_9,rfq_10,rfq_11,age,gender,race_1,sex,sex_TEXT,job,edu_1,income_1,recall,Q34,honest1_12,cult1_12,advent1_12,indep1_12,persis1_12,thrifty1_12,Q159,honest2_12,advent2_12,intel2_12,greg2_12,persis2_12,Q166,loyal3_12,metic3_12,intel3_12,thrifty3_12,persis3_12,Q173,metic4_12,intel4_12,greg4_12,stub4_12,loyal4_12,Q180,greg5_12,fun5_12,advent5_12,intel5_12,persis5_12,prevmic,comments,Q96,micpass,LocationLatitude,LocationLongitude,LocationAccuracy,const_base,recall_sum,recall_avg
R_2pPOszT9k6W5HjZ,Default Response Set,Anonymous,,,98.207.216.2,0,2/21/16 21:31,2/21/16 22:10,1,1,1,1,1,1,,,,,1,5,5,5,1,1,survey,survey,5,4,2,5,4,1,5,4,4,3,4,1,4,5,4,4,4,3,3,2,4,2,3,4,4,2,2,5,4,4,2,2,3,4,2,5,4,4,3,2,4,4,46,2,4,1,,Self employed,8,4,"Michael is a natural conversationalist who makes friends easy. He sometimes doesn't follow through with plans because he gets wrapped up in social situations. He is spontaneous, but sometimes drinks a lot and gets rowdy. He gets kicked out of bars for that. He is into adventure and has climbed mountains,  rode the rapids in Colorado and been injured in seeking thrills. / Michael  reads a lot, and likes to talk about these things even if it isn't relevant. He speaks his mind. Once he makes up his mind, it's as good as done, no matter what. He rarely changes his mind.",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,2,4,0,2,,1,mic5,38.3433075,-122.7041016,-1,2.449836066,174.63,2.494714286
R_1OAWo6Y7u0GlDOQ,Default Response Set,Anonymous,,,97.82.137.101,0,2/21/16 22:10,2/21/16 22:13,1,1,1,1,1,1,,,,1,,3,3,3,1,1,survey,survey,4,3,3,5,5,3,3,4,4,2,2,3,4,3,3,4,4,4,3,3,2,4,4,4,3,4,3,5,3,3,5,3,3,3,2,3,2,3,3,2,2,3,22,2,3,2,,Manager,6,2,n/a,,,,,,,,,,,,,,,,,,,,1,3,2,4,2,4,,,,,,,2,,1,mic4,35.51530457,-79.20069885,-1,2.431037736,12.12,2.424
R_WdjRlHvCGOFS9cB,Default Response Set,Anonymous,,,104.177.206.18,0,2/21/16 22:10,2/21/16 22:24,1,1,1,1,1,1,1,,,,,1,1,1,1,1,survey,survey,5,1,2,5,3,2,2,4,4,3,4,1,4,4,4,2,5,4,3,3,1,2,2,5,2,1,3,4,3,4,2,1,1,3,1,5,1,3,1,1,4,2,53,2,4,1,,Receptionist,6,5,He liked to tell on people not following the rules. He never cheated on tests. He liked to do adventurous and dangerous things. He climbed a mountain and drove a speed boat. He didn't like interacting with people. Most of his interactions were business related.  ,1,0,4,4,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,30.61579895,-87.31620026,-1,2.532282609,97.84,2.795428571
R_1ML3hBGgYVNRDNX,Default Response Set,Anonymous,,,76.104.239.9,0,2/21/16 22:15,2/21/16 22:26,1,1,1,1,1,1,,,1,,,2,2,2,1,1,survey,survey,5,1,4,6,6,5,3,5,3,4,5,1,2,1,3,5,3,3,3,4,4,3,1,3,5,2,2,5,5,5,2,1,2,4,2,4,2,4,2,2,4,1,32,2,6,1,,Audtior,7,4,Michael is a detail oriented person. He is a go getter. He regularly visits his parents even if it means he misses out on time with his friends. ,,,,,,,,,,,,,,1,4,4,5,5,2,,,,,,,,,,,,,2,,1,mic3,47.6914978,-117.3880997,-1,2.395989011,56.11,2.671904762
R_2wFSwX2KruljZaT,Default Response Set,Anonymous,,,24.32.206.148,0,2/21/16 22:11,2/21/16 22:27,1,1,1,1,1,1,,1,,,,3,3,3,1,1,survey,survey,5,3,3,5,5,3,3,5,3,6,4,1,2,6,5,5,4,4,5,5,5,3,3,2,5,3,3,5,5,4,2,2,1,4,1,5,1,3,1,1,4,3,47,2,1,1,,medical secretary,7,4,Michael was a shallow person who tried too hard to do too many things and be too many things. He had lots of acquaintances but few real friends. I remember he was a guy that I probably would have to take some time to get to know before I could decide whether or not he was actually a friend.,,,,,,,,1,1,2,1,1,2,,,,,,,,,,,,,,,,,,,2,I am not sure if I have encountered a similar character to Michael. There was no option to answer that way.,1,mic2,39.03610229,-120.8291016,-1,2.43,113.99,2.235098039
R_1jrXecfuywm6kvE,Default Response Set,Anonymous,,,24.179.83.167,0,2/21/16 22:21,2/21/16 22:34,1,1,1,1,1,1,,,,,1,5,1,2,1,1,survey,survey,6,5,4,6,6,4,3,6,4,6,4,1,4,1,2,5,5,4,4,3,5,2,4,1,5,1,5,6,5,2,2,5,1,5,1,5,1,3,1,3,2,5,33,2,4,1,,Homemaker,5,1,He is a very out going person. He likes to talk a lot. He gets into trouble at bars/clubs and has been banned from them for being too wild. He is the life of the party according to his friends. He makes plans and fails to complete them.,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,6,4,5,2,,1,mic5,36.27879333,-86.27120209,-1,2.449836066,95.49,2.448461538
R_STxmVejpqOX64cp,Default Response Set,Anonymous,,,76.110.75.110,0,2/21/16 22:28,2/21/16 22:41,1,1,1,1,1,1,,,,1,,5,5,5,1,1,survey,survey,5,2,6,6,6,3,4,6,3,4,4,1,1,2,3,5,5,3,5,5,5,5,1,1,5,2,4,6,6,5,2,5,1,4,1,5,1,5,1,1,5,1,30,2,4,1,,Manufacturer,8,6,Michael was a very detail oriented. It takes Michael a while to complete projects. Michael meets people easily he is a good conversationalist.  He is very close to his parents and has dinner with them every week.  He also calls them often.  Sometimes he misses out on seeing friends.  ,,,,,,,,,,,,,,,,,,,,1,5,6,2,5,6,,,,,,,2,n/a,1,mic4,25.75410461,-80.27100372,-1,2.431037736,93.21,2.519189189
R_AhebSHgUJeMg8BX,Default Response Set,Anonymous,,,98.209.46.20,0,2/21/16 22:39,2/21/16 22:57,1,1,1,1,1,1,,,,,1,4,4,4,1,1,survey,survey,5,2,4,6,6,2,3,6,2,5,4,1,1,1,4,6,1,1,1,4,5,4,1,1,5,1,2,6,6,4,2,4,3,4,4,5,3,5,4,1,3,1,50,1,4,2,,Hair Stylist,5,5,"Michael is an outgoing guy who have sometimes be insincere.  He is usually the life of the party and like to talk to a lot of different people.  He likes to drink and dance at parties.  He is an adrenaline junkie and does all sorts of dangerous sports.  He has kayaked the rapids in the Grand Canyon. Downhill mountain biked at night and skydived and other dangerous even life threatening sports.  He finishes what he starts.  He likes to read, and often talks about the books that he reads even if they do not fit into conversations.",,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,0,1,6,2,none,1,mic5,42.272995,-83.59940338,-1,2.449836066,202.96,2.537
R_9REMgMD0TBEHrvr,Default Response Set,Anonymous,,,108.72.44.23,0,2/21/16 22:50,2/21/16 23:00,1,1,1,1,1,1,,1,,,,5,4,3,1,1,survey,survey,5,3,3,6,5,3,4,4,3,5,4,1,5,2,3,4,3,2,4,5,3,3,2,4,4,1,4,5,4,3,2,3,3,4,3,4,3,5,4,4,3,4,37,2,4,1,,freelance,5,4,"Michael speaks his mind.  When a friend asked him to evaluate a painting, he told them it needed more work. /  / Michael is adventurous.  He has climbed Mt. McKinley, gone kayaking and mountain climbing without avalanche training.  He has been hurt in accidents. /  / Michael had the ability to talk about a lot of different topics at great length.  He is enthusiastic and makes friends easily.  He is quick to make plans with friends, but he doesn't always follow through.",,,,,,,,1,5,4,2,2,2,,,,,,,,,,,,,,,,,,,2,,1,mic2,33.92030334,-84.61799622,-1,2.43,149.62,2.579655172
R_2wzrWjLcBZPJnUZ,Default Response Set,Anonymous,,,108.233.22.148,0,2/21/16 22:57,2/21/16 23:07,1,1,1,1,1,1,,,1,,,6,6,6,1,1,survey,survey,6,1,1,6,3,4,6,6,1,4,6,1,1,5,1,6,1,4,3,6,6,1,3,1,5,1,1,6,6,1,2,1,3,5,3,4,3,5,2,1,5,1,38,2,4,3,,Computer tech,8,4,"Michael is close with his parents.  He has dinner with them each week and often calls them.  He sometimes sees them instead of engaging with  his friends.   /  / Michael is detail-oriented and produces high-quality work.  However, this overcomplicates simple tasks and makes it take longer than others to call a project ""completed"".  It can also mean he occasionally misses deadlines. /  / Michael knows about art and literature and is articulate.  He often speaks at length on these even if it's not related to the conversation. /  / Michael is very frugal.  He splits bills evenly, shops at thrift stores, and uses internet promotions.   /  / Michael perseveres when he puts his mind to something.  He rarely changes his mind.",,,,,,,,,,,,,,1,6,6,6,6,6,,,,,,,,,,,,,2,Michael sounds an awful lot like my husband and like he may have Asperger's.  ,1,mic3,36.67990112,-121.7897034,-1,2.395989011,199.04,2.519493671
R_1jxO8qxEcXLHOIa,Default Response Set,Anonymous,,,70.198.69.255,0,2/21/16 23:04,2/21/16 23:15,1,1,1,1,1,1,1,,,,,2,4,2,1,1,survey,survey,3,3,2,6,5,5,2,4,3,4,4,1,3,2,4,4,2,2,4,5,4,2,2,3,5,1,2,5,4,4,2,3,3,4,2,5,2,4,2,3,3,2,34,1,4,1,,broker,7,4,"takes risks, tells on people, hardly ever changes his mind, doesn't have many friends, engages in dangerous activities",1,2,4,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,39.84010315,-86.05480194,-1,2.532282609,19.17,2.39625
R_2bNQdAUvdA1KzWh,Default Response Set,Anonymous,,,24.217.104.23,0,2/21/16 23:02,2/21/16 23:20,1,1,1,1,1,1,,,,1,,5,5,4,1,1,survey,survey,6,2,6,6,6,4,4,6,3,2,6,1,1,1,6,5,3,3,4,6,6,3,1,1,6,1,4,6,6,3,2,2,4,5,4,4,4,5,1,1,4,1,59,2,3,1,,Self-Employed,8,1,"He is very detailed. / He misses deadlines trying to be detailed. / He makes plans and does not follow up on them sometimes. / He is a good conversationalist. / He visits his parents once a week, even at the expense of being with his friends. / ",,,,,,,,,,,,,,,,,,,,1,5,3,2,5,2,,,,,,,2,,1,mic4,38.64460754,-90.25330353,-1,2.431037736,86.04,2.458285714
R_2do5aucyKVYtFpr,Default Response Set,Anonymous,,,68.52.243.81,0,2/21/16 23:25,2/21/16 23:33,1,1,1,1,1,1,,,1,,,4,4,4,1,1,survey,survey,4,2,2,6,5,4,5,4,5,2,6,1,2,3,6,5,3,2,5,5,4,2,2,4,5,2,2,5,4,5,2,3,1,4,4,5,2,4,3,2,4,3,27,2,4,1,,Assistant bank manager,6,4,Has dinner once a week with his family consistently. He's a perfectionist and takes thing to great detail sometimes to his demise. He over complicates things by thinking too hard.,,,,,,,,,,,,,,1,5,6,4,6,5,,,,,,,,,,,,,2,None,1,mic3,36.34790039,-86.60050201,-1,2.395989011,62.55,2.502
R_p5ajNfLZxUhf8o9,Default Response Set,Anonymous,,,64.203.39.145,0,2/21/16 23:25,2/21/16 23:34,1,1,1,1,1,1,,1,,,,2,2,2,1,1,survey,survey,5,3,4,5,5,4,4,5,4,3,3,1,5,3,4,4,4,3,4,4,3,2,3,4,4,3,3,5,4,3,2,2,3,3,3,4,3,4,3,3,4,2,58,2,4,1,,physical therapist,8,4,"Michael has done many adventurous things, climbed mt mckinly (without avalnache triang) and others.  He corrects grammatical errors whenhe hears them.  He has so many friends his interactions can seem hurried and superficial.",,,,,,,,1,4,2,2,2,4,,,,,,,,,,,,,,,,,,,2,,1,mic2,34.19059753,-118.7637024,-1,2.43,40.43,2.526875
R_3QVlh1ggFk1pCup,Default Response Set,Anonymous,,,76.121.158.236,0,2/21/16 23:53,2/22/16 0:04,1,1,1,1,1,1,1,,,,,0,1,1,1,1,survey,survey,5,1,2,6,5,2,2,4,2,5,5,1,5,1,4,6,2,3,3,5,2,4,1,3,4,2,2,5,3,2,2,3,1,3,4,5,3,3,3,4,4,1,23,2,4,1,,Travel Consultant,6,4,"Michael used to tell on his friends when they cheated on their exams. He claims that he has never even thought about cheating on a test in school. Michael enjoys high fashion and eating at upscale restaurants. He is always talking about fine art, history, and music, and likes being a very cultured person. Michael likes rock climbing, river rafting, and other high adventure activities. Michael claims he does not really need anyone, and doesn't have that many connections with other people.",1,1,4,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,2,"I had no problems, thanks",1,mic1,47.83540344,-122.3278961,-1,2.532282609,155.66,2.638305085
R_3pgOs13WCmJulbk,Default Response Set,Anonymous,,,97.104.173.253,0,2/21/16 23:57,2/22/16 0:07,1,1,1,1,1,1,,,,,1,5,5,5,1,1,survey,survey,4,2,4,5,5,4,5,4,2,3,4,1,3,3,4,5,3,3,4,5,3,3,1,2,4,3,2,5,4,4,2,4,3,4,2,5,4,4,2,3,4,3,60,2,4,3,,retired,8,3,"Michael is a great conversationalist.  He's a risk-taker and has done some very exciting and dangerous things.  He makes plans due to his excitement at the moment, but fails to follow through.  He's personable and fun.  He drinks and dances, and sometimes that gets him into trouble.   /  / Sorry, but that's all I can remember, and I know none of it is verbatim.  I went for an overall impression of Michael, rather than memorizing the description of him.",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,4,4,5,2,"I know ""Michael,"" only his name is Dustin.",1,mic5,28.24159241,-81.2928009,-1,2.449836066,119.32,2.130714286
R_ZmX5bZfAtYvE0N3,Default Response Set,Anonymous,,,50.150.38.248,0,2/22/16 0:03,2/22/16 0:15,1,1,1,1,1,1,,1,,,,4,4,4,1,1,survey,survey,5,3,3,5,5,4,4,5,4,3,5,1,3,2,5,4,4,3,4,5,5,4,3,2,5,2,2,5,4,5,2,2,4,4,4,3,3,4,2,2,4,2,42,1,4,1,,Photo Technician,6,3,He is a risk taker who has climbed Mt. McKinley. He has also skied despite not taking avalanche safety training. He has knows a lot of people but talks in a way that makes him seem superficial. He almost never changes his mind once he has set his mind on something even when it may be better if he did. ,,,,,,,,1,1,2,4,3,5,,,,,,,,,,,,,,,,,,,2,,1,mic2,33.6638031,-84.73310089,-1,2.43,126.3,2.57755102
R_2X5M6QDS01iBJEQ,Default Response Set,Anonymous,,,173.190.176.235,0,2/22/16 0:25,2/22/16 0:32,1,1,1,1,1,1,,,,,1,5,4,3,1,1,survey,survey,6,5,3,4,6,2,2,5,4,5,3,1,3,2,5,5,1,2,4,6,5,1,1,4,4,1,6,4,2,1,2,5,4,3,4,4,5,5,5,3,1,3,44,2,4,1,,retired,6,3,Michael is a exciting person. He is a risk taker.,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,4,4,1,2,,1,mic5,40.7335968,-96.63939667,-1,2.449836066,20.64,2.293333333
R_2A0ahaMV3TNyhD8,Default Response Set,Anonymous,,,71.69.145.185,0,2/22/16 0:27,2/22/16 0:35,1,1,1,1,1,1,,,1,,,5,4,4,1,1,5,20,3,4,2,5,3,2,3,4,4,5,3,1,5,4,4,4,2,3,5,5,4,2,4,5,4,3,4,4,3,2,2,3,3,4,4,4,4,3,5,5,3,1,22,3,3,4,Asexual ,Contract Editor,8,2,"He likes to spend time with his parents and meets with them for meals at least once a week even at the cost of spending time with friends / he's very persistent in his goals and activities and has trouble declaring them as ""finished.""",,,,,,,,,,,,,,1,5,5,3,6,5,,,,,,,,,,,,,2,,1,mic3,35.74630737,-78.72389984,-1,2.395989011,75.22,2.350625
R_etX5KlRIh8tiI0R,Default Response Set,Anonymous,,,66.53.82.219,0,2/22/16 0:16,2/22/16 0:39,1,1,1,1,1,1,1,,,,,4,4,4,1,1,survey,survey,5,2,2,5,2,3,3,2,3,4,4,1,6,1,4,3,1,2,4,6,3,2,1,6,4,1,2,4,1,3,2,4,2,3,3,5,2,3,3,5,2,2,39,2,5,1,,library assistant,8,3,"Michael has his own way of behaving.  As a child, he would tell on the other children when they broke the rules, for example if the other child was cheating.  His friends say that Michael has stated that he has never even thought about cheating.  / Recently, Michael has begun to educate himself about culture.  He tries to learn about music, and he eats at trendy ethnic restaurants. / Michael likes to try different risky things, such as skydiving, kayaking, even even driving a fast boat, even though he doesn't know very much about boats.  He even climbed Mt. McKinnley.  Michael has been injured and has even risked death in his pursuits. / Other than business contacts, Michael does not have many contacts in his life.  He prefers not to depend on anyone. / Wanting to better himself, Michael is very careful with his money.  He cuts coupons and buys things on sale.  He avoids giving to charity or lending friends money.",1,2,5,4,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,33.03469849,-96.81340027,-1,2.532282609,277.34,2.432807018
R_2zhzpDP04TAN0u2,Default Response Set,Anonymous,,,162.196.169.173,0,2/22/16 0:38,2/22/16 0:44,1,1,1,1,1,1,,,,1,,3,2,3,1,1,survey,survey,4,2,3,4,4,3,5,3,3,4,3,4,4,3,3,4,4,3,5,4,4,2,4,5,3,4,3,3,3,4,2,3,3,2,3,3,3,3,4,4,3,3,23,2,2,1,,Student,6,3,.,,,,,,,,,,,,,,,,,,,,1,2,4,3,2,3,,,,,,,2,,1,mic4,35.30140686,-80.89830017,-1,2.431037736,3.73,1.865
R_2VJavSbDGv8xV30,Default Response Set,Anonymous,,,119.198.93.163,0,2/22/16 0:52,2/22/16 1:00,1,1,1,1,1,1,,1,,,,1,2,2,1,1,survey,survey,5,3,4,5,5,5,5,4,5,5,4,2,4,2,5,4,4,2,5,5,5,4,2,2,4,5,3,5,4,5,2,3,4,3,4,2,4,4,4,4,3,3,28,1,2,1,,Financial Analyst,8,4,"Michael is someone that is very knowledgeable and likes to correct other people's grammar. /  / Michael engages in multiple activities and hobbies, some high-risk, without the proper training, and have almost had near death experiences. / ",,,,,,,,1,3,2,2,4,1,,,,,,,,,,,,,,,,,,,2,,1,mic2,35.10279846,129.0403137,-1,2.43,51.94,2.164166667
R_2WHDxfMJmKrX9ga,Default Response Set,Anonymous,,,24.6.125.243,0,2/22/16 0:50,2/22/16 1:01,1,1,1,1,1,1,,,,1,,4,4,4,1,1,survey,survey,5,1,3,6,5,4,4,5,5,2,6,1,3,1,5,5,2,1,6,6,4,3,1,2,3,2,1,5,5,5,2,3,4,4,5,2,5,5,3,2,4,1,41,2,2,1,,Home Maker,8,5,"Michael is very detail oriented and gets things done, but can miss deadlines. He sometimes talks too much about his interests, ignoring whether others are interested in what he is saying. He sticks to his choices, sometimes to a fault. He spends time with his parents but can neglect friends.  He meets lots of people at a gathering, but his conversations can seem hurried.",,,,,,,,,,,,,,,,,,,,1,6,5,2,1,5,,,,,,,2,,1,mic4,37.3421936,-121.8833008,-1,2.431037736,122.13,2.598510638
R_D63fXxHpkAZHCOB,Default Response Set,Anonymous,,,71.93.153.131,0,2/22/16 0:58,2/22/16 1:06,1,1,1,1,1,1,1,,,,,3,4,4,1,1,survey,survey,5,1,5,6,4,4,4,4,4,3,4,1,4,5,5,3,2,3,5,5,3,3,1,3,6,2,1,6,4,4,2,1,3,4,3,3,3,5,4,3,5,3,30,1,4,1,,Outdoor Education Instructor,9,2,Michael said he never even thought about cheating. He read books about Europe. He went rafting in Colorado. ,1,1,2,5,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,34.24360657,-116.7723999,-1,2.532282609,40.16,2.868571429
R_1LzEsSQJ8v0gQa4,Default Response Set,Anonymous,,,107.221.254.250,0,2/22/16 1:02,2/22/16 1:11,1,1,1,1,1,1,,,1,,,5,6,6,1,1,survey,survey,5,2,6,6,6,2,2,6,4,4,5,1,2,1,6,6,4,3,5,5,2,2,1,1,6,1,2,6,6,5,2,3,5,5,5,3,5,5,5,2,5,2,23,1,4,1,,Menards employee,6,3,"Michael keeps in touch with his parents very closely. He goes to dinner with them once a week. Sometimes him interacting with his family negates activities with friends. He is a hard worker. He has problems calling things ""finished"" and this leads to work getting done late sometimes. Michael is very articulate and reads lots of materials. He many times talks about what he has read recently even if it has nothing to do with the subject at hand.",,,,,,,,,,,,,,1,5,5,5,6,6,,,,,,,,,,,,,1,,1,mic3,41.64630127,-87.45279694,-1,2.395989011,156.3,2.562295082
R_3IYUZp22rzuBfij,Default Response Set,Anonymous,,,173.19.129.120,0,2/22/16 1:10,2/22/16 1:20,1,1,1,1,1,1,,1,,,,4,4,4,1,1,survey,survey,6,1,5,6,6,1,3,4,5,6,3,1,3,2,6,3,1,4,1,6,4,1,1,5,5,2,1,4,3,2,2,5,3,2,5,5,5,4,5,5,2,3,27,2,4,1,,n/a,6,3,"He says what's on his mind.  He is adventurous, has gone on lots of adventures. He Get gets injured a lot and has almost died before.  He makes plans without following through. he knows a lot of people, and he doesn't change his mind much even though he should.",,,,,,,,1,6,1,1,4,0,,,,,,,,,,,,,,,,,,,2,,1,mic2,37.76800537,-89.32749939,-1,2.43,96.76,2.687777778
R_2Sv2PIMEeMdeWtL,Default Response Set,Anonymous,,,207.244.83.210,0,2/22/16 1:19,2/22/16 1:32,1,1,1,1,1,1,,,,,1,6,6,6,1,1,survey,survey,6,6,5,6,6,2,3,6,1,5,3,1,4,1,1,6,3,3,4,2,4,2,3,1,3,2,6,5,6,1,2,3,3,4,3,4,3,5,3,2,4,2,35,1,4,1,,Teacher,7,3,"Michael likes to dance and drink a lot at parties. He had been kicked out of bars for being too rowdy, but he is known by his friends as someone who brings a lot of energy to events. He has climbed Mt. Mckinley, gone skydiving and skied.",,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,6,6,6,2,Thank you!,1,mic5,38.79319763,-77.53659821,-1,2.449836066,79.96,2.423030303
R_2ceDTwfERcHjz6s,Default Response Set,Anonymous,,,74.211.85.129,0,2/22/16 1:24,2/22/16 1:39,1,1,1,1,1,1,1,,,,,1,0,1,1,1,survey,survey,4,1,2,6,3,5,2,3,3,5,5,1,4,3,6,5,2,3,4,4,3,2,3,6,3,1,1,5,3,3,2,2,1,3,1,5,1,4,1,3,3,2,49,2,4,1,,Office Admin,8,3,"Michael has his own standards of behaving. He often told on classmates that broke school rules. He told his friends that he had never thought about cheating. He is interested in culture and reads about foreign places, eats in ethnic restaurants and talks about his love of foreign culture with his friends. He is an adrenaline junkie and does dangerous things like demolition derbies and skydiving. He has risked injury and even death more than once. He is self-reliant and doesn't really need people. He is determined, thrifty, and not very generous.",1,6,5,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,"This was an interesting way of looking at things. My impressions of Michael were negative at first but then, when I looked at each individual thing, I realized that much of what I didn't like about him did have a positive side too. Thanks!",1,mic1,33.35389709,-105.6327972,-1,2.532282609,177.59,2.501267606
R_1ESiPfAFpA8UOY1,Default Response Set,Anonymous,,,184.250.135.106,0,2/22/16 1:20,2/22/16 1:41,1,1,1,1,1,1,,,,1,,4,4,3,1,1,survey,survey,4,1,5,6,3,1,4,3,2,6,3,1,5,5,4,5,5,6,5,2,1,4,1,1,6,1,1,5,4,6,2,4,3,4,3,3,3,3,2,2,3,4,51,1,2,1,,landlord,7,3,"Michael has dinner with his family every week and calls them often. Michael does his job carefully, turning in quality work, but as a result of being too careful, Michael sometimes takes too long on simple tasks. Michael is a participant in one of your previous studies. Michael makes friends easily, talking to them about the things he has recently learned, even though only a few wants to listen. Michael talks to many people at parties, even though he talks hurriedly.",,,,,,,,,,,,,,,,,,,,1,5,1,2,1,5,,,,,,,2,,1,mic4,37.77940369,-122.4169998,-1,2.431037736,141.43,2.48122807
R_3GetgOyotz5o25t,Default Response Set,Anonymous,,,41.139.207.146,0,2/22/16 1:23,2/22/16 1:42,1,1,1,1,1,1,1,,,,,3,3,3,1,1,survey,survey,5,3,3,6,5,3,3,5,4,5,3,1,3,5,5,5,3,2,2,5,5,3,3,2,5,5,4,5,5,4,2,1,3,5,3,3,3,5,3,3,4,5,30,1,3,1,,Nurse,6,4,Michael is a person who keeps up with cultural knowledge.He does not like telling lies and he used to tell on their classmates when they cheated in exams.Michael does not like donating to charity and he likes to save a lot.He likes taking a lot of risks too.,1,5,5,6,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,-1.283294678,36.81669617,-1,2.532282609,90.77,2.388684211
R_0jIgkK5I8aJxzSF,Default Response Set,Anonymous,,,100.35.107.126,0,2/22/16 1:07,2/22/16 1:49,1,1,1,1,1,1,,,,,1,5,5,5,1,1,survey,survey,5,4,6,6,4,6,5,6,4,6,6,1,5,2,5,6,5,4,5,6,6,3,4,6,5,6,5,6,6,6,5,3,3,4,3,3,4,4,4,4,1,4,48,2,3,1,,Turker,4,1,Micheal was a person who did a lot of talking with people.he went a lot of places and did a lot of things. he sometimes would get kicked out of a social club. but he knew how to get along with people. he usually would accomplish things very well. he would try to get things done anyway even if he couldn't. If i knew Micheal i may have become friend's with him. he did not seem to be that much of a troubled person.,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,4,5,5,2,Thank you,1,mic5,40.7644043,-74.18789673,-1,2.449836066,170.82,2.34
R_OJZNoMNeQHEdfdT,Default Response Set,Anonymous,,,108.18.214.27,0,2/22/16 1:47,2/22/16 1:54,1,1,1,1,1,1,,,1,,,4,5,5,1,1,survey,survey,5,2,4,5,6,3,5,5,2,2,5,2,2,3,5,5,3,2,6,6,6,5,1,2,6,2,2,4,4,2,2,3,4,4,4,4,3,4,3,5,3,4,25,2,4,1,,Retail,6,1,Michael tries to spend time with his parents even if it means not being able to see his friends.  He is critical of himself and others.,,,,,,,,,,,,,,1,4,5,4,5,5,,,,,,,,,,,,,2,,1,mic3,39.0007019,-76.97299957,-1,2.395989011,50.05,2.383333333
R_31o8it8VejvOXtI,Default Response Set,Anonymous,,,208.73.113.6,0,2/22/16 1:52,2/22/16 1:59,1,1,1,1,1,1,,,,,1,5,5,5,1,1,survey,survey,5,2,6,5,3,5,5,4,4,3,5,1,2,6,4,5,4,3,4,3,5,3,3,2,4,1,2,5,5,4,2,2,3,3,3,4,3,4,2,2,4,2,34,1,4,1,,stagehand,6,5,"Michael likes to do daring things. He has gone skydiving, shot the Colorado rapids in a kayak.  He is articulate. And well read, he talks about things at length even if they are off topic. He goes dancing and drinks at bars. He meets people easily. ",,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,4,6,5,2,,1,mic5,40.74490356,-73.97820282,-1,2.449836066,89.94,2.725454545
R_2TSMCURHodTyEas,Default Response Set,Anonymous,,,98.190.244.45,0,2/22/16 1:55,2/22/16 2:03,1,1,1,1,1,1,,1,,,,2,2,2,1,1,survey,survey,5,4,5,6,6,2,2,6,2,5,3,1,1,5,2,5,3,1,4,2,6,2,5,1,5,2,3,6,6,3,2,2,3,4,2,5,2,4,3,3,5,2,27,2,4,1,,Resident Physician,10,4,Once Michael's friend asked him about a painting and he said that it needed more work. Michael always has something to do. He goes kayaking and backcountry skiing without avalanche training.  He has a lot of acquaintances. So many that he often has rushed not meaningful conversations. ,,,,,,,,1,0,2,2,2,2,,,,,,,,,,,,,,,,,,,2,,1,mic2,36.83720398,-76.14640045,-1,2.43,96.65,2.612162162
R_1DqE333iqDqZyoz,Default Response Set,Anonymous,,,71.93.88.106,0,2/22/16 2:01,2/22/16 2:08,1,1,1,1,1,1,,,,1,,5,6,5,1,1,survey,survey,2,2,1,4,5,5,6,3,4,1,5,1,6,1,5,4,1,1,5,5,5,4,1,3,5,1,2,5,3,5,2,4,5,3,4,3,5,5,4,5,2,1,41,1,4,1,,Unemployed,5,3,"He is meticulous to the point that he has a hard time calling work ""finished"", often causing him to miss deadlines.  / He knows a lot about history from reading a lot and tends to talk a lot about it.",,,,,,,,,,,,,,,,,,,,1,6,4,5,5,5,,,,,,,2,,1,mic4,39.38630676,-119.8728943,-1,2.431037736,86.97,2.557941176
